DateKey,FullDate,Day,Month,MonthName,Quarter,Year,Week,DayOfWeek,IsWeekend
20130918,2013-09-18,18,9,September,Q3,2013,38,Wednesday,False
20130919,2013-09-19,19,9,September,Q3,2013,38,Thursday,False
20130920,2013-09-20,20,9,September,Q3,2013,38,Friday,False
20130921,2013-09-21,21,9,September,Q3,2013,38,Saturday,True
20130922,2013-09-22,22,9,September,Q3,2013,38,Sunday,True
20130923,2013-09-23,23,9,September,Q3,2013,39,Monday,False
20130924,2013-09-24,24,9,September,Q3,2013,39,Tuesday,False
20130925,2013-09-25,25,9,September,Q3,2013,39,Wednesday,False
20130926,2013-09-26,26,9,September,Q3,2013,39,Thursday,False
20130927,2013-09-27,27,9,September,Q3,2013,39,Friday,False
20130928,2013-09-28,28,9,September,Q3,2013,39,Saturday,True
20130929,2013-09-29,29,9,September,Q3,2013,39,Sunday,True
20130930,2013-09-30,30,9,September,Q3,2013,40,Monday,False
20131001,2013-10-01,1,10,October,Q4,2013,40,Tuesday,False
20131002,2013-10-02,2,10,October,Q4,2013,40,Wednesday,False
20131003,2013-10-03,3,10,October,Q4,2013,40,Thursday,False
20131004,2013-10-04,4,10,October,Q4,2013,40,Friday,False
20131005,2013-10-05,5,10,October,Q4,2013,40,Saturday,True
20131006,2013-10-06,6,10,October,Q4,2013,40,Sunday,True
20131007,2013-10-07,7,10,October,Q4,2013,41,Monday,False
20131008,2013-10-08,8,10,October,Q4,2013,41,Tuesday,False
20131009,2013-10-09,9,10,October,Q4,2013,41,Wednesday,False
20131010,2013-10-10,10,10,October,Q4,2013,41,Thursday,False
20131011,2013-10-11,11,10,October,Q4,2013,41,Friday,False
20131012,2013-10-12,12,10,October,Q4,2013,41,Saturday,True
20131013,2013-10-13,13,10,October,Q4,2013,41,Sunday,True
20131014,2013-10-14,14,10,October,Q4,2013,42,Monday,False
20131015,2013-10-15,15,10,October,Q4,2013,42,Tuesday,False
20131016,2013-10-16,16,10,October,Q4,2013,42,Wednesday,False
20131017,2013-10-17,17,10,October,Q4,2013,42,Thursday,False
20131018,2013-10-18,18,10,October,Q4,2013,42,Friday,False
20131019,2013-10-19,19,10,October,Q4,2013,42,Saturday,True
20131020,2013-10-20,20,10,October,Q4,2013,42,Sunday,True
20131021,2013-10-21,21,10,October,Q4,2013,43,Monday,False
20131022,2013-10-22,22,10,October,Q4,2013,43,Tuesday,False
20131023,2013-10-23,23,10,October,Q4,2013,43,Wednesday,False
20131024,2013-10-24,24,10,October,Q4,2013,43,Thursday,False
20131025,2013-10-25,25,10,October,Q4,2013,43,Friday,False
20131026,2013-10-26,26,10,October,Q4,2013,43,Saturday,True
20131027,2013-10-27,27,10,October,Q4,2013,43,Sunday,True
20131028,2013-10-28,28,10,October,Q4,2013,44,Monday,False
20131029,2013-10-29,29,10,October,Q4,2013,44,Tuesday,False
20131030,2013-10-30,30,10,October,Q4,2013,44,Wednesday,False
20131031,2013-10-31,31,10,October,Q4,2013,44,Thursday,False
20131101,2013-11-01,1,11,November,Q4,2013,44,Friday,False
20131102,2013-11-02,2,11,November,Q4,2013,44,Saturday,True
20131103,2013-11-03,3,11,November,Q4,2013,44,Sunday,True
20131104,2013-11-04,4,11,November,Q4,2013,45,Monday,False
20131105,2013-11-05,5,11,November,Q4,2013,45,Tuesday,False
20131106,2013-11-06,6,11,November,Q4,2013,45,Wednesday,False
20131107,2013-11-07,7,11,November,Q4,2013,45,Thursday,False
20131108,2013-11-08,8,11,November,Q4,2013,45,Friday,False
20131109,2013-11-09,9,11,November,Q4,2013,45,Saturday,True
20131110,2013-11-10,10,11,November,Q4,2013,45,Sunday,True
20131111,2013-11-11,11,11,November,Q4,2013,46,Monday,False
20131112,2013-11-12,12,11,November,Q4,2013,46,Tuesday,False
20131113,2013-11-13,13,11,November,Q4,2013,46,Wednesday,False
20131114,2013-11-14,14,11,November,Q4,2013,46,Thursday,False
20131115,2013-11-15,15,11,November,Q4,2013,46,Friday,False
20131116,2013-11-16,16,11,November,Q4,2013,46,Saturday,True
20131117,2013-11-17,17,11,November,Q4,2013,46,Sunday,True
20131118,2013-11-18,18,11,November,Q4,2013,47,Monday,False
20131119,2013-11-19,19,11,November,Q4,2013,47,Tuesday,False
20131120,2013-11-20,20,11,November,Q4,2013,47,Wednesday,False
20131121,2013-11-21,21,11,November,Q4,2013,47,Thursday,False
20131122,2013-11-22,22,11,November,Q4,2013,47,Friday,False
20131123,2013-11-23,23,11,November,Q4,2013,47,Saturday,True
20131124,2013-11-24,24,11,November,Q4,2013,47,Sunday,True
20131125,2013-11-25,25,11,November,Q4,2013,48,Monday,False
20131126,2013-11-26,26,11,November,Q4,2013,48,Tuesday,False
20131127,2013-11-27,27,11,November,Q4,2013,48,Wednesday,False
20131128,2013-11-28,28,11,November,Q4,2013,48,Thursday,False
20131129,2013-11-29,29,11,November,Q4,2013,48,Friday,False
20131130,2013-11-30,30,11,November,Q4,2013,48,Saturday,True
20131201,2013-12-01,1,12,December,Q4,2013,48,Sunday,True
20131202,2013-12-02,2,12,December,Q4,2013,49,Monday,False
20131203,2013-12-03,3,12,December,Q4,2013,49,Tuesday,False
20131204,2013-12-04,4,12,December,Q4,2013,49,Wednesday,False
20131205,2013-12-05,5,12,December,Q4,2013,49,Thursday,False
20131206,2013-12-06,6,12,December,Q4,2013,49,Friday,False
20131207,2013-12-07,7,12,December,Q4,2013,49,Saturday,True
20131208,2013-12-08,8,12,December,Q4,2013,49,Sunday,True
20131209,2013-12-09,9,12,December,Q4,2013,50,Monday,False
20131210,2013-12-10,10,12,December,Q4,2013,50,Tuesday,False
20131211,2013-12-11,11,12,December,Q4,2013,50,Wednesday,False
20131212,2013-12-12,12,12,December,Q4,2013,50,Thursday,False
20131213,2013-12-13,13,12,December,Q4,2013,50,Friday,False
20131214,2013-12-14,14,12,December,Q4,2013,50,Saturday,True
20131215,2013-12-15,15,12,December,Q4,2013,50,Sunday,True
20131216,2013-12-16,16,12,December,Q4,2013,51,Monday,False
20131217,2013-12-17,17,12,December,Q4,2013,51,Tuesday,False
20131218,2013-12-18,18,12,December,Q4,2013,51,Wednesday,False
20131219,2013-12-19,19,12,December,Q4,2013,51,Thursday,False
20131220,2013-12-20,20,12,December,Q4,2013,51,Friday,False
20131221,2013-12-21,21,12,December,Q4,2013,51,Saturday,True
20131222,2013-12-22,22,12,December,Q4,2013,51,Sunday,True
20131223,2013-12-23,23,12,December,Q4,2013,52,Monday,False
20131224,2013-12-24,24,12,December,Q4,2013,52,Tuesday,False
20131225,2013-12-25,25,12,December,Q4,2013,52,Wednesday,False
20131226,2013-12-26,26,12,December,Q4,2013,52,Thursday,False
20131227,2013-12-27,27,12,December,Q4,2013,52,Friday,False
20131228,2013-12-28,28,12,December,Q4,2013,52,Saturday,True
20131229,2013-12-29,29,12,December,Q4,2013,52,Sunday,True
20131230,2013-12-30,30,12,December,Q4,2013,1,Monday,False
20131231,2013-12-31,31,12,December,Q4,2013,1,Tuesday,False
20140101,2014-01-01,1,1,January,Q1,2014,1,Wednesday,False
20140102,2014-01-02,2,1,January,Q1,2014,1,Thursday,False
20140103,2014-01-03,3,1,January,Q1,2014,1,Friday,False
20140104,2014-01-04,4,1,January,Q1,2014,1,Saturday,True
20140105,2014-01-05,5,1,January,Q1,2014,1,Sunday,True
20140106,2014-01-06,6,1,January,Q1,2014,2,Monday,False
20140107,2014-01-07,7,1,January,Q1,2014,2,Tuesday,False
20140108,2014-01-08,8,1,January,Q1,2014,2,Wednesday,False
20140109,2014-01-09,9,1,January,Q1,2014,2,Thursday,False
20140110,2014-01-10,10,1,January,Q1,2014,2,Friday,False
20140111,2014-01-11,11,1,January,Q1,2014,2,Saturday,True
20140112,2014-01-12,12,1,January,Q1,2014,2,Sunday,True
20140113,2014-01-13,13,1,January,Q1,2014,3,Monday,False
20140114,2014-01-14,14,1,January,Q1,2014,3,Tuesday,False
20140115,2014-01-15,15,1,January,Q1,2014,3,Wednesday,False
20140116,2014-01-16,16,1,January,Q1,2014,3,Thursday,False
20140117,2014-01-17,17,1,January,Q1,2014,3,Friday,False
20140118,2014-01-18,18,1,January,Q1,2014,3,Saturday,True
20140119,2014-01-19,19,1,January,Q1,2014,3,Sunday,True
20140120,2014-01-20,20,1,January,Q1,2014,4,Monday,False
20140121,2014-01-21,21,1,January,Q1,2014,4,Tuesday,False
20140122,2014-01-22,22,1,January,Q1,2014,4,Wednesday,False
20140123,2014-01-23,23,1,January,Q1,2014,4,Thursday,False
20140124,2014-01-24,24,1,January,Q1,2014,4,Friday,False
20140125,2014-01-25,25,1,January,Q1,2014,4,Saturday,True
20140126,2014-01-26,26,1,January,Q1,2014,4,Sunday,True
20140127,2014-01-27,27,1,January,Q1,2014,5,Monday,False
20140128,2014-01-28,28,1,January,Q1,2014,5,Tuesday,False
20140129,2014-01-29,29,1,January,Q1,2014,5,Wednesday,False
20140130,2014-01-30,30,1,January,Q1,2014,5,Thursday,False
20140131,2014-01-31,31,1,January,Q1,2014,5,Friday,False
20140201,2014-02-01,1,2,February,Q1,2014,5,Saturday,True
20140202,2014-02-02,2,2,February,Q1,2014,5,Sunday,True
20140203,2014-02-03,3,2,February,Q1,2014,6,Monday,False
20140204,2014-02-04,4,2,February,Q1,2014,6,Tuesday,False
20140205,2014-02-05,5,2,February,Q1,2014,6,Wednesday,False
20140206,2014-02-06,6,2,February,Q1,2014,6,Thursday,False
20140207,2014-02-07,7,2,February,Q1,2014,6,Friday,False
20140208,2014-02-08,8,2,February,Q1,2014,6,Saturday,True
20140209,2014-02-09,9,2,February,Q1,2014,6,Sunday,True
20140210,2014-02-10,10,2,February,Q1,2014,7,Monday,False
20140211,2014-02-11,11,2,February,Q1,2014,7,Tuesday,False
20140212,2014-02-12,12,2,February,Q1,2014,7,Wednesday,False
20140213,2014-02-13,13,2,February,Q1,2014,7,Thursday,False
20140214,2014-02-14,14,2,February,Q1,2014,7,Friday,False
20140215,2014-02-15,15,2,February,Q1,2014,7,Saturday,True
20140216,2014-02-16,16,2,February,Q1,2014,7,Sunday,True
20140217,2014-02-17,17,2,February,Q1,2014,8,Monday,False
20140218,2014-02-18,18,2,February,Q1,2014,8,Tuesday,False
20140219,2014-02-19,19,2,February,Q1,2014,8,Wednesday,False
20140220,2014-02-20,20,2,February,Q1,2014,8,Thursday,False
20140221,2014-02-21,21,2,February,Q1,2014,8,Friday,False
20140222,2014-02-22,22,2,February,Q1,2014,8,Saturday,True
20140223,2014-02-23,23,2,February,Q1,2014,8,Sunday,True
20140224,2014-02-24,24,2,February,Q1,2014,9,Monday,False
20140225,2014-02-25,25,2,February,Q1,2014,9,Tuesday,False
20140226,2014-02-26,26,2,February,Q1,2014,9,Wednesday,False
20140227,2014-02-27,27,2,February,Q1,2014,9,Thursday,False
20140228,2014-02-28,28,2,February,Q1,2014,9,Friday,False
20140301,2014-03-01,1,3,March,Q1,2014,9,Saturday,True
20140302,2014-03-02,2,3,March,Q1,2014,9,Sunday,True
20140303,2014-03-03,3,3,March,Q1,2014,10,Monday,False
20140304,2014-03-04,4,3,March,Q1,2014,10,Tuesday,False
20140305,2014-03-05,5,3,March,Q1,2014,10,Wednesday,False
20140306,2014-03-06,6,3,March,Q1,2014,10,Thursday,False
20140307,2014-03-07,7,3,March,Q1,2014,10,Friday,False
20140308,2014-03-08,8,3,March,Q1,2014,10,Saturday,True
20140309,2014-03-09,9,3,March,Q1,2014,10,Sunday,True
20140310,2014-03-10,10,3,March,Q1,2014,11,Monday,False
20140311,2014-03-11,11,3,March,Q1,2014,11,Tuesday,False
20140312,2014-03-12,12,3,March,Q1,2014,11,Wednesday,False
20140313,2014-03-13,13,3,March,Q1,2014,11,Thursday,False
20140314,2014-03-14,14,3,March,Q1,2014,11,Friday,False
20140315,2014-03-15,15,3,March,Q1,2014,11,Saturday,True
20140316,2014-03-16,16,3,March,Q1,2014,11,Sunday,True
20140317,2014-03-17,17,3,March,Q1,2014,12,Monday,False
20140318,2014-03-18,18,3,March,Q1,2014,12,Tuesday,False
20140319,2014-03-19,19,3,March,Q1,2014,12,Wednesday,False
20140320,2014-03-20,20,3,March,Q1,2014,12,Thursday,False
20140321,2014-03-21,21,3,March,Q1,2014,12,Friday,False
20140322,2014-03-22,22,3,March,Q1,2014,12,Saturday,True
20140323,2014-03-23,23,3,March,Q1,2014,12,Sunday,True
20140324,2014-03-24,24,3,March,Q1,2014,13,Monday,False
20140325,2014-03-25,25,3,March,Q1,2014,13,Tuesday,False
20140326,2014-03-26,26,3,March,Q1,2014,13,Wednesday,False
20140327,2014-03-27,27,3,March,Q1,2014,13,Thursday,False
20140328,2014-03-28,28,3,March,Q1,2014,13,Friday,False
20140329,2014-03-29,29,3,March,Q1,2014,13,Saturday,True
20140330,2014-03-30,30,3,March,Q1,2014,13,Sunday,True
20140331,2014-03-31,31,3,March,Q1,2014,14,Monday,False
20140401,2014-04-01,1,4,April,Q2,2014,14,Tuesday,False
20140402,2014-04-02,2,4,April,Q2,2014,14,Wednesday,False
20140403,2014-04-03,3,4,April,Q2,2014,14,Thursday,False
20140404,2014-04-04,4,4,April,Q2,2014,14,Friday,False
20140405,2014-04-05,5,4,April,Q2,2014,14,Saturday,True
20140406,2014-04-06,6,4,April,Q2,2014,14,Sunday,True
20140407,2014-04-07,7,4,April,Q2,2014,15,Monday,False
20140408,2014-04-08,8,4,April,Q2,2014,15,Tuesday,False
20140409,2014-04-09,9,4,April,Q2,2014,15,Wednesday,False
20140410,2014-04-10,10,4,April,Q2,2014,15,Thursday,False
20140411,2014-04-11,11,4,April,Q2,2014,15,Friday,False
20140412,2014-04-12,12,4,April,Q2,2014,15,Saturday,True
20140413,2014-04-13,13,4,April,Q2,2014,15,Sunday,True
20140414,2014-04-14,14,4,April,Q2,2014,16,Monday,False
20140415,2014-04-15,15,4,April,Q2,2014,16,Tuesday,False
20140416,2014-04-16,16,4,April,Q2,2014,16,Wednesday,False
20140417,2014-04-17,17,4,April,Q2,2014,16,Thursday,False
20140418,2014-04-18,18,4,April,Q2,2014,16,Friday,False
20140419,2014-04-19,19,4,April,Q2,2014,16,Saturday,True
20140420,2014-04-20,20,4,April,Q2,2014,16,Sunday,True
20140421,2014-04-21,21,4,April,Q2,2014,17,Monday,False
20140422,2014-04-22,22,4,April,Q2,2014,17,Tuesday,False
20140423,2014-04-23,23,4,April,Q2,2014,17,Wednesday,False
20140424,2014-04-24,24,4,April,Q2,2014,17,Thursday,False
20140425,2014-04-25,25,4,April,Q2,2014,17,Friday,False
20140426,2014-04-26,26,4,April,Q2,2014,17,Saturday,True
20140427,2014-04-27,27,4,April,Q2,2014,17,Sunday,True
20140428,2014-04-28,28,4,April,Q2,2014,18,Monday,False
20140429,2014-04-29,29,4,April,Q2,2014,18,Tuesday,False
20140430,2014-04-30,30,4,April,Q2,2014,18,Wednesday,False
20140501,2014-05-01,1,5,May,Q2,2014,18,Thursday,False
20140502,2014-05-02,2,5,May,Q2,2014,18,Friday,False
20140503,2014-05-03,3,5,May,Q2,2014,18,Saturday,True
20140504,2014-05-04,4,5,May,Q2,2014,18,Sunday,True
20140505,2014-05-05,5,5,May,Q2,2014,19,Monday,False
20140506,2014-05-06,6,5,May,Q2,2014,19,Tuesday,False
20140507,2014-05-07,7,5,May,Q2,2014,19,Wednesday,False
20140508,2014-05-08,8,5,May,Q2,2014,19,Thursday,False
20140509,2014-05-09,9,5,May,Q2,2014,19,Friday,False
20140510,2014-05-10,10,5,May,Q2,2014,19,Saturday,True
20140511,2014-05-11,11,5,May,Q2,2014,19,Sunday,True
20140512,2014-05-12,12,5,May,Q2,2014,20,Monday,False
20140513,2014-05-13,13,5,May,Q2,2014,20,Tuesday,False
20140514,2014-05-14,14,5,May,Q2,2014,20,Wednesday,False
20140515,2014-05-15,15,5,May,Q2,2014,20,Thursday,False
20140516,2014-05-16,16,5,May,Q2,2014,20,Friday,False
20140517,2014-05-17,17,5,May,Q2,2014,20,Saturday,True
20140518,2014-05-18,18,5,May,Q2,2014,20,Sunday,True
20140519,2014-05-19,19,5,May,Q2,2014,21,Monday,False
20140520,2014-05-20,20,5,May,Q2,2014,21,Tuesday,False
20140521,2014-05-21,21,5,May,Q2,2014,21,Wednesday,False
20140522,2014-05-22,22,5,May,Q2,2014,21,Thursday,False
20140523,2014-05-23,23,5,May,Q2,2014,21,Friday,False
20140524,2014-05-24,24,5,May,Q2,2014,21,Saturday,True
20140525,2014-05-25,25,5,May,Q2,2014,21,Sunday,True
20140526,2014-05-26,26,5,May,Q2,2014,22,Monday,False
20140527,2014-05-27,27,5,May,Q2,2014,22,Tuesday,False
20140528,2014-05-28,28,5,May,Q2,2014,22,Wednesday,False
20140529,2014-05-29,29,5,May,Q2,2014,22,Thursday,False
20140530,2014-05-30,30,5,May,Q2,2014,22,Friday,False
20140531,2014-05-31,31,5,May,Q2,2014,22,Saturday,True
20140601,2014-06-01,1,6,June,Q2,2014,22,Sunday,True
20140602,2014-06-02,2,6,June,Q2,2014,23,Monday,False
20140603,2014-06-03,3,6,June,Q2,2014,23,Tuesday,False
20140604,2014-06-04,4,6,June,Q2,2014,23,Wednesday,False
20140605,2014-06-05,5,6,June,Q2,2014,23,Thursday,False
20140606,2014-06-06,6,6,June,Q2,2014,23,Friday,False
20140607,2014-06-07,7,6,June,Q2,2014,23,Saturday,True
20140608,2014-06-08,8,6,June,Q2,2014,23,Sunday,True
20140609,2014-06-09,9,6,June,Q2,2014,24,Monday,False
20140610,2014-06-10,10,6,June,Q2,2014,24,Tuesday,False
20140611,2014-06-11,11,6,June,Q2,2014,24,Wednesday,False
20140612,2014-06-12,12,6,June,Q2,2014,24,Thursday,False
20140613,2014-06-13,13,6,June,Q2,2014,24,Friday,False
20140614,2014-06-14,14,6,June,Q2,2014,24,Saturday,True
20140615,2014-06-15,15,6,June,Q2,2014,24,Sunday,True
20140616,2014-06-16,16,6,June,Q2,2014,25,Monday,False
20140617,2014-06-17,17,6,June,Q2,2014,25,Tuesday,False
20140618,2014-06-18,18,6,June,Q2,2014,25,Wednesday,False
20140619,2014-06-19,19,6,June,Q2,2014,25,Thursday,False
20140620,2014-06-20,20,6,June,Q2,2014,25,Friday,False
20140621,2014-06-21,21,6,June,Q2,2014,25,Saturday,True
20140622,2014-06-22,22,6,June,Q2,2014,25,Sunday,True
20140623,2014-06-23,23,6,June,Q2,2014,26,Monday,False
20140624,2014-06-24,24,6,June,Q2,2014,26,Tuesday,False
20140625,2014-06-25,25,6,June,Q2,2014,26,Wednesday,False
20140626,2014-06-26,26,6,June,Q2,2014,26,Thursday,False
20140627,2014-06-27,27,6,June,Q2,2014,26,Friday,False
20140628,2014-06-28,28,6,June,Q2,2014,26,Saturday,True
20140629,2014-06-29,29,6,June,Q2,2014,26,Sunday,True
20140630,2014-06-30,30,6,June,Q2,2014,27,Monday,False
20140701,2014-07-01,1,7,July,Q3,2014,27,Tuesday,False
20140702,2014-07-02,2,7,July,Q3,2014,27,Wednesday,False
20140703,2014-07-03,3,7,July,Q3,2014,27,Thursday,False
20140704,2014-07-04,4,7,July,Q3,2014,27,Friday,False
20140705,2014-07-05,5,7,July,Q3,2014,27,Saturday,True
20140706,2014-07-06,6,7,July,Q3,2014,27,Sunday,True
20140707,2014-07-07,7,7,July,Q3,2014,28,Monday,False
20140708,2014-07-08,8,7,July,Q3,2014,28,Tuesday,False
20140709,2014-07-09,9,7,July,Q3,2014,28,Wednesday,False
20140710,2014-07-10,10,7,July,Q3,2014,28,Thursday,False
20140711,2014-07-11,11,7,July,Q3,2014,28,Friday,False
20140712,2014-07-12,12,7,July,Q3,2014,28,Saturday,True
